author,sum_art
Rachida Dssouli,7
Chin-Ling Chen,3
Ruay Shiung Chang,24
Sheng-Tzong Cheng,6
Edward Y. Chang,4
Yibin Yang,3
Ten-Hwang Lai,20
Jaihyung Cho,3
James Breen,4
J. K. Roussos,3
Panagiotis Georgiadis 0001,4
Asok Ray,18
George Xylomenos,3
Youssef Iraqi,3
P. Dhar,5
James R. Hamstra,3
Robert L. Fink,6
Debajyoti Mukhopadhyay,3
S. Selvakumar,5
Lazaros F. Merakos,21
Baruch Awerbuch,25
Yi Du,3
Yuval Shavitt,11
Po L. Tien,3
Juha Heinänen,13
K. H. (Kane) Kim,4
Charles R. Kalmanek,6
Jae-kyoon Kim,12
Heon Young Yeom,6
Wu-chi Feng,3
Stuart Sechrest,4
Maximilian Ott,4
Efstathios D. Sykas,14
Konstantinos M. Vlakos,6
Ioannis Ch. Paschalidis,4
Georgia Mourtzinou,4
Wook Hyun Kwon,22
Rose P. Tsang,4
Gilbert M. Lundy,6
J. Jenny Li,3
Joseph Robert Horgan,9
Sándor Molnár,3
Jürgen Nehmer,7
Peter Sturm 0001,4
Michael Baentsch,5
Georg Molter,4
Chen-Khong Tham,5
Ravi Mittal,7
Luís Moura Silva,8
Samir M. Koriem,6
Chien-Yuan Chen,4
Jonathan D. Moffett,9
D. T. Nguyen,3
Evangelia Tzifa,9
John A. T. Pritchard,3
Jacob Palme,9
Jussi Karlgren,7
Denis Trcek,7
Chung-Ming Huang,30
Ming-Yuhe Jang,5
Piotr Rudnicki,5
Jan Roos,3
Victor O. K. Li,26
Nen-Fu Huang,21
Gin-Kou Ma,3
Mohammad Peyravian,21
Jenq-Muh Hsu,7
Hiroaki Higaki,3
Dimiter R. Avresky,11
Luis Orozco-Barbosa,14
Dimitrios Makrakis,10
C. H. Yang,3
R. Sriram,5
Govindarasu Manimaran,5
Chong Kwan Un,55
Doug Shepherd,10
Colin Boyd,3
Nicola Blefari-Melazzi,11
Noël Plouzeau,3
A. Wong,3
Jin-Fu Chang,26
Sajal K. Das,38
Cheeha Kim,5
Chung Gu Kang,4
Harry H. Tan,5
Pallapa Venkataram,6
Yuh-Shihng Chang,3
Luigi Logrippo,13
Li-Ming Tseng,3
Lynne Blair,3
Amanda G. Chetwynd,9
Andrzej M. Goscinski,15
Hairong Sun,6
Francesco Bernabei,4
Marco Listanti,21
Chyan Yang,5
Oliver W. W. Yang,10
Zhili Sun,4
Barry G. Evans,15
Guohong Cao,3
Róbert Szabó,3
H. Jonathan Chao,18
R. Brown,4
Alberto Leon-Garcia,28
Andrea Baiocchi,16
Constantine A. Papandreou,3
Dionisis X. Adamopoulos,3
Floyd E. Ross,4
Saad Haj Bakry,16
Ruay-Shiung Chang,5
Christopher Ward,3
Lakshmana N. Kumar,6
Andreas D. Bovopoulos,6
Israel Cidon,32
Raphael Rom,22
Hasan Cam,4
Raj Yavatkar,7
Raphael A. Finkel,7
Seung Ho Hong,3
W. Melody Moh,12
Shivkumar Kalyanaraman,30
Özgür Ulusoy,24
Shigeru Shimamoto,3
Jaidev Kaniyil,7
Yoshikuni Onozato,7
Shoichi Noguchi,14
Nimmagadda Chalamaiah,3
Eduardo Tovar,3
Tee-Hiang Cheng,4
Ray Hunt,9
Ahmed Patel,22
Sanjay Gupta,17
Andreas S. Pomportsis,12
Riccardo Sisto,10
Francisco Garcia,6
Kevin Jeffay,10
Donald L. Stone,3
Daniel Reininger,6
Doan B. Hoang,5
David Dagan Feng,10
Moshe Zukerman,12
Philip G. Potter,4
Bala Rajagopalan,9
Philippe A. Janson,9
Gene Tsudik,16
Gurusamy Mohan,4
Andreas Pitsillides,3
Debanjan Saha,15
Harrick M. Vin,23
Pawan Goyal,6
Bruno Gaujal,12
N. Asokan,9
Hari M. Gupta,3
Kevin Q. Brown,5
Suresh Singh,15
Tadao Saito,3
Tjeng Thiang Tjhung,15
Yann-Hang Lee,8
Jim E. Cooling,11
Nader Mir-Fakhraei,3
Emad Aboelela,3
Christos Douligeris,15
John J. Metzner,9
Saewoong Bahk,4
Magda El Zarki,17
Walter Godoy Jr.,3
Wen-Tsuen Chen,37
Tom Rodden,27
JooSeok Song,8
Søren-Aksel Sørensen,3
Steve Benford,23
Keith Cheverst,6
Adrian Friday,8
G. Manimaran,13
Thomas Kaeppner,3
Athanasios V. Vasilakos,17
Samar Singh,3
Tee Hiang Cheng,5
Klara Nahrstedt,17
Sheng-De Wang,33
Ke Huang,4
Lemin Li,5
John A. Robinson,12
Toong Shoon Chan,4
Ian Gorton,12
Tatsuya Suda,20
Chittur Subbaraman,5
Pei-Chuan Liu,3
Tie Liao,3
S. Bolis,4
Zheng Wang,6
Lain-Chyr Hwang,4
Chung-Ju Chang,17
Werner Almesberger,4
Pietro Camarda,4
Mario Gerla,33
Jose Joaquin Garcia-Luna-Aceves,3
Vladimir Shurbanov,4
Robert W. Horst,6
S. A. M. Makki,3
Yung-Hsiang Chen,3
Tzonelih Hwang,32
Dimitrios N. Serpanos,12
Emmanuel N. Protonotarios,13
Aura Ganz,18
Se Hyun Park,3
Zvi Ganz,4
Vladimir Cherkassky,20
Hossein Lari-Najafi,3
Woei Lin,5
Wen-Shyen E. Chen,4
Marc Willebeek-LeMair,11
R. Clark Robertson,8
Tri T. Ha,7
Wei-Bin Lee,9
Naél Hirzalla,5
Thomas Plagemann,4
Vera Goebel,4
Ye-In Chang,26
Pranay Chaudhuri,19
Ioannis E. Pountourakis,10
Rainer A. Rueppel,3
Paul C. van Oorschot,10
Yaw-Chung Chen,10
Shuo-Cheng Hu,3
Chia-Tai Chan,5
Ajin Jirachiefpattana,3
Khaled Al-Saqabi,7
Kassem Saleh,30
Yannis Viniotis,6
Günter Schmidt,6
V. Srinivasan,12
John T. Lewis,4
Raymond Russell,5
Fergal Toomey,5
Simon Crosby,6
Ian M. Leslie,5
Jung-Shian Li,4
Inwhee Joe,5
Chin-Tau A. Lea,10
Sohail Sheikh,4
E. K. Park,6
Rajesh K. Pankaj,5
Alfred C. Weaver,4
Nitin H. Vaidya,20
Dhiraj K. Pradhan,37
Mostafa A. Bassiouni,8
Mohammed Atiquzzaman,25
Xing Du,4
Quan Sun,5
Subir Das,3
Chris Horn,3
Vinny Cahill,10
Mourad Kara,3
Claudio Calvelli,4
Edward Ball,4
Robert M. Hierons,16
Vincent Ryan,3
Masahide Nakamura,3
Yoshiaki Kakuda,9
Tohru Kikuno,16
Ness B. Shroff,12
Kisenchand Ranai,4
B. Srinivasan,6
Mete Kabatepe,3
Kenneth S. Vastola,5
David P. Anderson,9
Jesse S. Jin,9
Ruth Kurniawati,4
Chi-Sung Laih,15
Milan Kovacevic,4
Joseph A. Bannister,9
Kemal Efe,15
Arup Acharya,6
Tomasz Imielinski,23
Yung-Chen Hung,8
Gang Feng 0004,3
Tak-Shing Peter Yum,23
Cheng-Ming Weng,6
Imed Frigui,3
Attahiru Sule Alfa,21
Mariusz A. Fecko,3
M. Ümit Uyar,7
Paul D. Amer,10
Paola Crocetti,4
Luigi Fratta,18
Giorgio Gallassi,4
Hussein T. Mouftah,4
Michael Schrefl,8
Ok-Ki Lee,3
Hamid R. Arabnia,11
Hossam Afifi,4
Omar Elloumi,5
Chee Hock Ng,3
Seung-Woo Seo,6
Tse-Yun Feng,20
Mark Laubach,5
Jianying Zhou 0001,5
Y. Liu,5
Amitabha Das,4
Ali Amiri 0001,8
Kwok-Tung Lo,6
Naoki Wakamiya,3
Masayuki Murata,20
Hideo Miyahara,24
Mourad Debbabi,3
Colin T. Stockel,3
Jörg Nonnenmacher,4
Ernst W. Biersack,5
Pi-Rong Sheu,3
Domenico Ferrari,16
Yoram Ofek,30
Francesca Cuomo,3
Mustafa K. Mehmet Ali,10
Bruno Gréla-M'Poko,3
Raif O. Onvural,12
Giuseppe Anastasi,13
Marco Conti,19
Enrico Gregori,17
Algirdas Pakstas,4
Jang-Ping Sheu,37
Chern-Tang Lin,4
Feipei Lai,10
Vittoria De Nitto Persone,4
Yuh-Min Tseng,5
Jinn-ke Jan,10
Robert L. Probert,9
Fabrice Guillemin,15
Ke-Qiang Liao,3
Shiun-Wei Lee,3
Sanjay K. Bose,5
Fei Xiang,3
Junzhou Luo,4
Guanqun Gu,8
Koon-Seng Lim,7
Rong-Hong Jan,11
Yiu Kwok Tham,4
Shailendra K. Bhonsle,3
G. Prem Kumar,3
Magdi N. Kamel,5
Nabil N. Kamel,4
Hosam M. F. AboElFotoh,3
Shatha K. Habra,3
Bu-Sung Lee,12
Chiheb Ben Ahmed,3
Abhijit K. Choudhury,9
Ellen L. Hahne,10
Pi-Chung Wang,4
Hae Chung,3
Qutaiba Razouqi,3
John R. Nicol,5
T. Ramalingam,3
Krishnaiyan Thulasiraman,18
Mohammad A. Karim,4
Jean-Bernard Stefani,9
Hasan Çam,5
A. Stewart,4
Stefanos Gritzalis,9
András Gergely Valkó,5
Theodore A. Tsiligirides,4
Yasuyoshi Inagaki,9
Jonathan L. Wang,12
Ellen A. White,3
Simon M. Kaplan,10
Chinatsu Ikeda,3
Guihai Chen,7
Li Xie,16
Narn-Yih Lee,11
C. Bernard Shung,10
Peter J. Keleher,12
J. J. Garcia-Luna-Aceves,22
Yi-Shiung Yeh,8
J. Knight,4
Cliff McKnight,12
Weijia Jia,13
Chan-Hee Lee,3
Jin-Ru Chen,4
Edward W. Knightly,7
Giorgio Ventre,6
Johan Van Cleynenbreugel,7
Erwin Bellon,3
Guy Marchal,10
Paul Suetens,22
Wen-Huei Chen,9
Chuan Yi Tang,35
Christopher S. Cooper,4
Ho-Ting Wu,3
Onno J. Boxma,25
Vincent Dumas,3
Vassilios N. Koukoulidis,4
Amane Nakajima,4
Phone Lin,4
Cheoul-Shin Kang,4
Sethuraman Panchanathan,26
A. Jain,3
Ren-Junn Hwang,6
James Ze Wang,3
Jia Li 0001,7
Oscar Firschein,4
Gabriel McDermott,4
Conn Mulvihill,7
Claudio Casetti,7
James F. Kurose,27
Ian Wakeman,4
Jon Crowcroft,35
Thomas Kreifelts,3
Ute Ehrlich,3
Jon Ølnes,3
Loren Schwiebert,4
Brett J. Vickers,5
Ophir Frieder,32
Stefan Greiner,4
Thomas Hardjono,6
Tadashi Ohta,6
Uday Kumar Chakraborty,5
Jennifer L. Welch,16
To-Yat Cheung,7
Renben Shu,8
San-qi Li,35
Elizabeth A. Kendall,6
Sujata Banerjee,4
Chihping Wang,4
Achim Karduck,4
Ce-Kuen Shieh,9
Sridhar Narasimhan,12
Anoop Ghanwani,5
Shao-kong Kao,3
Jingling Xue,14
Chor Ping Low,10
Mohan Kumar,7
Madjid Merabti,6
Qi Shi,6
José Luis Sevillano,4
Gabriel Jiménez,4
Antón Civit Balcells,4
John Linn,7
Douglas S. Reeves,8
S. C. Leung,4
Mohamed Ould-Khaoua,17
Reza Sotudeh,4
Larry Hughes,10
Rudolf Mathar,11
Oran Sharon,8
Adrian Segall,24
Raymond E. Miller,12
Kentaro Shimizu,5
Nagarajan Ranganathan,7
Anjali Agarwal,5
Nico M. van Dijk,27
George M. Stamatelos,7
Constantinos T. Paximadis,3
Cheng-Shong Wu,8
Shi-Wei Lee,3
Francesco Matera,5
Weihua Zhuang,8
Myung-Kyun Kim,3
Sameer M. Bataineh,5
Mansour H. A. Jaragh,5
Aviel D. Rubin,12
Kwang-Cheng Chen,20
Mahmoud Saleh,3
Neeraj K. Sharma,6
Lek Heng Ngoh,3
Kyungshik Lim,4
Mohammed Ghanbari,28
Gwoboa Horng,5
Lusheng Wang,18
Ruixi Yuan,3
Shuo-Yen Robert Li,6
Ion Stoica,8
Shiann-Tsong Sheu,3
Tsonka Stefanova Baicheva,5
Stefan M. Dodunekov,9
B. Prasad,3
K. Ravindran,7
Aloknath De,4
Edgar Nett,7
Chiung-Shien Wu,4
Jaehyung Park,4
Shun Yan Cheung,7
Mostafa H. Ammar,21
Giuseppe Ficili,4
Ignas G. Niemegeers,5
Steve J. Chapin,7
Eugene H. Spafford,17
Chih-Hung Wang,8
Ming-Yung Ko,3
Franz Pucher,4
Min Young Chung,4
Dan Keun Sung,22
Max Mühlhäuser,8
Jan H. M. Korst,11
Verus Pronk,3
Bo Li 0001,26
Thomas Kirsche,4
Klaus Meyer-Wegener,8
Hartmut Wedekind,14
Martin Bever,4
Sarit Mukherjee,12
Ashok Samal,10
Min-Shiang Hwang,20
Serge Fdida,4
Kenji Sugawara,3
Tetsuo Kinoshita,3
Wai Lung Loh,3
Robert G. Clark,6
Cem Ersoy,4
Amnon Barak,13
Ilias Iliadis,10
Kam-yiu Lam,19
Joseph Kee-Yin Ng,13
Victor C. S. Lee,11
Laurent Hazard,3
François Horn,6
Abdulazeez S. Boujarwah,7
Jehad Al-Dallal,3
Leo Cacciari,3
Omar Rafiq,4
Andreas Mann,3
Suresh Subramaniam,6
Arun K. Somani,28
B. H. Tay,3
E. K. Koh,4
Luc Neumann,3
Hideyuki Tokuda,5
Giorgio Taricco,17
Ioannis Stavrakakis,30
Shing Hong Chen,5
Robbert van Renesse,13
Seung-Hoon Kim,3
Angelika I. Kokkinaki,4
Xinyu Wang,3
James S. Meditch,7
Wuyi Yue,4
Yutaka Matsumoto,8
Sridhar Radhakrishnan,9
Nageswara S. V. Rao,29
Stephen Gordon Batsell,4
Taekyoung Kwon 0002,3
Adrian Bullock,6
Michael S. Borella,9
Siu Cheung Hui,19
Maria Törö,6
Victor C. M. Leung,30
Sang Hyuk Kang,5
Orazio Tomarchio,6
Adelino Santos,6
Bernhard Tritsch,4
Ángel Viña,3
Wen-Fong Wang,3
Ananthanarayanan Chockalingam,7
Antonios F. Atlasis,4
Douglas C. Schmidt,26
Rodrigo Garcés,3
Yih Huang,3
Nasir Ghani,3
Hong Seong Park,3
Sang Chul Ahn,4
P. M. Melliar-Smith,30
Stephen M. Matyas,22
Nevenko Zunic,16
Dong Geun Jeong,12
Chong-Ho Choi,8
Wha Sook Jeon,10
Shree Murthy,5
France Cheong,4
Craig E. Wills,9
David Finkel,8
Ulrich Günther,3
Blaise Cronin,34
Vincenzo Eramo,4
Peter Parnes,4
Kåre Synnes,4
Dick Schefström,4
Hans Kröner,4
Thomas Theimer,4
Imtiaz Ahmad,12
Francesca Arcelli Fontana,4
Remo Pareschi,14
Stanislaw Budkowski,4
Benny Bing,6
Regu Subramanian,4
Jin Seek Choi,4
Kinji Mori,3
John Fulcher,15
Phillip J. McKerrow,4
Yuh-Shyan Chen,6
Yu-Chee Tseng,21
Jin-Jang Leou,17
Jen Nan Chen,3
Richard C. T. Lee,51
Kuochen Wang,8
Ing-Jer Huang,4
Yin-Fu Huang,7
Jung-Sing Jwo,9
Su-Cheong Mac,4
Ching-Sung Lu,3
Angela Krstic,7
Srimat T. Chakradhar,24
Kwang-Ting Cheng,33
Yao-Jen Chang,3
Ruey-Ching Shyu,3
Steven P. Levitan,6
Cheng-Wen Wu,27
Wei-Pang Yang,43
Chung-Hua Hu,4
Timothy K. Shih,29
Nam Ling,6
Shen-Chuan Tai,7
Y. H. Chin,6
William C. Y. Lee,4
Huai-Jen Liu,4
Kun-Jin Lin,4
Hsi-Jian Lee,23
L. Wang,4
Ted C. Yang,3
Chien-I Lee,7
Chaur-Chin Chen,8
Richard C. Dubes,5
Daniel J. Buehrer,8
Chun-Hung Kuo,3
Chang-Fuu Chen,7
Cheng-Chin Chiang,7
Hsin-Chia Fu,13
Yin-Tsung Hwang,4
Chorkin Chan,15
Pak-Kwong Wong,4
I-Shyan Hwang,3
Shian-Shyong Tseng,21
Bertrand M. T. Lin,5
Elizabeth M. Rudnick,12
Miron Abramovici,7
Wen-Feng Chang,3
Yu-Wei Chen,4
Kuo-Liang Chung,67
Chi-Ming Chung,12
Ming-Chi Lee,4
Chin-Wen Ho,15
Chung-Lin Huang,26
Ruei-Chuan Chang,34
Kun-Mao Chao,16
Chauchin Su,4
Chung-Hsien Wu,8
Rong-Chung Chen,4
Pao-Ta Yu,15
Hsin-Hsi Chen,12
Yue-Shi Lee,4
Huan-Chao Keh,8
Ying-Hong Wang,4
Chyi-Cheng Lin,3
Yu-Tai Ching,6
S. D. Kaushik,4
Sanjay Sharma,4
Chua-Huang Huang,16
Yao-Hong Tsai,5
Ling-Hwei Chen,20
Hong-Yuan Mark Liao,17
Deng-Jyi Chen,22
Wu-Chi Chen,4
Shih-Kun Huang,4
Wen-Hsiang Tsai,51
Arbee L. P. Chen,26
Sandeep K. S. Gupta,10
Sung-Ming Yen,9
Din-Chang Tseng,10
Hung-Pin Chiu 0001,5
Massimo Maresca,4
Meng Chang Chen,4
U. Pal 0001,4
Pulak K. Kundu,5
Bidyut Baran Chaudhuri,23
Piyush Maheshwari,8
Chung-Len Lee,14
Jwu E. Chen,8
Von-Wun Soo,14
Tzren-Ru Chou,3
Kao-Shing Hwang,10
Meenakshi A. Kandaswamy,3
Maria Paola Bonacina,13
Jieh Hsiang,16
Rei-Yao Wu,3
Szu-Lin Su,6
Ruth E. Davis,3
Yangjun Chen,9
Fermín Sánchez,3
Jordi Cortadella,15
Ge-Ming Chiu,10
Shie-Jue Lee,25
Mu-Tune Jone,4
Hsien-Leing Tsai,3
Chien-Min Wang,7
Maw-Shang Chang,16
Yunn Yen Chen,5
Jih-Kwon Peir,9
Chung-Ta King,20
Sy-Yen Kuo,20
Kai Hwang 0001,20
Dhabaleswar K. Panda,15
Chang-Biau Yang,7
Chung J. Kuo,14
Chiang Lee,15
Jeng-Jung Wang,4
Shih-Yih Wang,4
Lih-Hsing Hsu,30
Ai-Jia Hsieh,4
Kuo-Chin Fan,46
Tzu-I Fan,6
Jar-Ferr Yang,17
Yen-Chun Lin,18
Ferng-Ching Lin,12
Zen-Chung Shih,7
Chung-Ping Chung,16
Shun-Shan Tsai,7
Shi-Jinn Horng,34
Chao-Tung Yang,3
Cheng-Yuan Liou,11
Jiann-Ming Wu,3
Wen-Ming Yan,10
Jingtao Yao,3
Chew Lim Tan,12
Yue-Li Wang,18
Ming-Shing Yu,7
Jenn-Yuan Tsai,4
David J. Lilja,25
Xin Wang,14
Pen-Chung Yew,26
Daniel Y. Chao,10
Yue-Sun Kuo,3
Chyan-Goei Chung,9
Rong-Jaye Chen,18
Hsing-Lung Chen,10
Cheng Chen,6
Shih-Hsu Chang,3
Fang-Hsuan Cheng,9
Wen-Hsing Hsu,18
Chien-Cheng Tseng,16
Bor-Shenn Jeng,4
Kuo-Sen Chou,4
Wen-Kuang Chou,5
David Y. Y. Yun,7
Chien-Chao Tseng,14
Jiann-Der Lee,3
Chin-Hsing Chen,16
King-Chu Hung,6
Jenn-Yang Tien,4
Yih-Chuan Lin,4
Yuan Yan Tang,30
Shyue-Kung Lu,4
Yuan-Kai Wang,6
Jorng-Tzong Horng,9
Jia-Shung Wang,16
Tzung-Pei Hong,36
Yu-Song Hou,3
Ding-An Chiang,11
Louis R. Chow,9
Shu-Yuen Hwang,19
Gwo-Jen Hwang,4
Henry Ker-Chang Chang,9
Shi-Nine Yang,8
Chua-Chin Wang,15
Sying-Jyan Wang,5
Tsorng-Lin Chia,6
Ming-Yi Fang,4
Krishna M. Kavi,16
C.-J. Richard Shi,9
Ching-Hung Wang,6
Chuan-Ming Li,4
Deron Liang,5
Tsung-Chuan Huang,5
Jan-Ming Ho,12
De-Ron Liang,3
Kuo-Hui Tsai,4
Jing Lee,3
Jung-Hua Chou,3
Yau-Tarng Juang,4
Shyang Chang,21
Han-Lin Li,14
Cheng-An Hung,5
Sheng-Fuu Lin,6
Jenn-Yang Ke,3
Jong-Chuang Tsay,17
Habiba Drias,3
Chien-Chiao Yang,4
Tung-Yang Ho,5
Chien-Ping Chang,3
Jung-Hong Chuang,9
San-Yih Hwang,6
Shyi-Ming Chen,33
Chien-Tsai Liu,3
Cheng-Huang Tung,6
Chiou-Shann Fuh,6
Petros Maragos,24
Paul C. H. Lee,5
Mei-Ling Chiang,4
Shang-Te Hsu,3
Wolfgang Nebel,5
Tien-Fu Chen,5
Wei-Kuo Chiang,6
Mu-Chun Su,10
Jun Siung Huang,4
Jonathan Lee,20
Wei-Chung Lin,16
Jeng-Shyang Pan,3
Ren-Hung Hwang,8
Tzi-cker Chiueh,6
Wei-Ming Lin,8
C. Y. Chen,13
H. F. Lin,5
Min-Sheng Lin,8
Yung-Sheng Chen,15
Wuu Yang,9
Edward D. Lazowska,18
Yau-Hwang Kuo,13
Cheng-I Kao,3
Huei-Yang Lai,4
Duen-Tay Huang,4
Tong-Ying Tony Juang,5
Subbarayan Venkatesan,6
Tei-Wei Kuo,9
Rey-Long Liu,4
Hyeong-Ah Choi,13
Shmuel Rotenstreich,6
Fu-Shen Ho,4
Yu-Lun Huang,3
Pauray S. M. Tsai,5
Jun S. Huang,8
Gow-Hsing King,3
Wen-Guey Tzeng,10
Carlos A. Pomalaza-Raez,7
Kuen-Jong Lee,9
Sun-Yuan Hsieh,6
Gen-Huey Chen,60
Kuei-Ping Shih,4
Tung-Shou Chen,12
Heng-Li Yang,5
Tung-Bo Chen,4
Chang-Wu Fu,4
Shang-Hong Lai,13
Man-Kwan Shan,5
Lein F. Lai,5
Tzung-Nan Chuang,3
Yeh-Ching Chung,10
Jen-Shiuh Liu,3
Chu-Sing Yang,8
Yen-Jen Oyang,11
Ching-Chuan Chiang,4
Lih-Chyau Wuu,3
Tai-Ching Tuan,10
Chi-Wei Lee,4
Chih-Chung Kuo,3
Fu-Rong Jean,4
Hsiao-Chuan Wang,24
Frederic Desprez,8
Yves Robert,33
Rong-Jian Chen,4
Bin-Chang Chieu,7
An-Bang Wang,4
Pangfeng Liu,4
Jan-Jan Wu,4
Horng-Twu Liaw,5
Jenq Kuen Lee,5
Tong-Yee Lee,11
Yung-Nien Sun,16
Jing-Chiou Liou,4
Michael A. Palis,14
Jyh-Chang Ueng,3
Ming-Sang Chang,4
Maw-Sheng Horng,4
Hao-Yung Lo,4
Hongji Yang,9
William C. Chu,5
Ruey-Feng Chang,15
Kou-Yuan Huang,3
Frank Shou-Cheng Tseng,6
Hahn-Ming Lee,8
Jyh-Ming Chen,3
A. Delgado,4
Kuo-Lung Ku,5
Wen-Jia Kuo,3
Chen-Chiung Hsieh,3
Hiroto Yasuura,7
Rodney W. Johnson,6
P. Sadayappan,23
Tzong-Wann Kao,19
Jian-Xiong Wu,4
Jing-Yang Jou,11
Yu-Len Huang,4
Jiun-Liang Chen,4
Kuo-Chan Huang,4
Reda Alhajj,10
Yao-Nan Lien,4
Hsing-Chung Liang,3
William B. Yates,3
William G. Baxt,4
Christopher M. Bishop,14
Detlef Nauck,6
Antonia J. Jones,10
Rüdiger W. Brause,6
Phuoc Tran-Gia,15
Derek A. Linkens,16
Peter M. Williams,4
Giles M. Foody,6
Abhay B. Bulsari,9
Niall Griffith,4
Z. Wang,3
Gerard D. Finn,3
R. Young,3
Ashraf M. Abdelbar,5
Ke Chen 0001,13
Xiang Yu,3
Huisheng Chi,11
Miroslaw Galicki,8
Herbert Witte,5
Gian Paolo Drago,6
Sandro Ridella,19
J. P. F. Sum,3
Wing-Kay Kan,9
Gilbert H. Young,18
Alireza Khotanzad,14
Lionel Tarassenko,16
Mathew David Mackenzie,3
Nigel Steele,5
David Lowe,5
Michael E. Tipping,4
Juan A. Méndez,4
Leopoldo Acosta,5
G. N. Marichal,4
Enso Ikonen,4
Ramin Yasdi,4
William H. Hsu,5
Manoel Fernando Tenorio,7
Ian T. Nabney,8
John MacIntyre,9
Marijke F. Augusteijn,8
Thomas Parisini,9
Ethem Alpaydin,11
Francesco Vivarelli,3
Piero Fariselli,3
Rita Casadio,3
Teuvo Kohonen,15
Erkki Oja,31
Ronald J. Patton,9
Steve Daley,3
T. John Stonham,8
Anneli Tikkala,4
Martti Juhola,14
M. J. Taylor,3
Hong Ren Wu,5
Guido Bugmann,4
Man-Wai Mak,11
Chi-Kwong Li,10
S. Szabó,3
Magali E. Azema-Barac,3
L. Chen,3
Evor L. Hines,3
Daniel S. Yeung,14
Peter K. Sharpe,4
Thomas P. Forrest,3
Jayanta Basak,17
Sushmita Mitra,15
Amitava Datta,14
Swapan K. Parui,13
Mark D. Plumbley,4
Frank Fallside,5
Richard W. Prager,11
Chung-Ping Kwong,6
Zongben Xu,13
Jun Zhao,4
Alan Soper,3
Hans Henrik Thodberg,3
Henry O. Nyongesa,4
Vijay R. Kumar,4
Neil W. Townsend,4
Yoshimi Fukuhara,5
Yukihiro Nakamura,3
Michael A. Fiddy,6
Mikko Lehtokangas,18
Jukka Saarinen,23
Kimmo Kaski,12
T. J. Harris,3
S. Singh,3
Jinwen Ma,4
Antanas Verikas,8
Kerstin Malmqvist,6
Marija Bacauskiene,3
Lars Bergman,4
Stefano Rovetta,11
Rodolfo Zunino,19
Sankar K. Pal,78
Malay K. Kundu,6
Antonella Branca,7
Ettore Stella,12
Arcangelo Distante,14
Colin Campbell,4
Amanda J. C. Sharkey,7
Noel E. Sharkey,14
Ai Wu,3
Peter Kwong-Shun Tam,18
Siu-Yeung Cho,12
Tommy W. S. Chow,38
Wieslaw J. Staszewski,3
Fabio Ancona,4
Anna Maria Colla,3
Alessandra Fanni,7
Bart Truyen,3
Jan Cornelis,4
Dan Cornford,5
Paul L. Rosin,33
Wolfgang Rosenstiel,13
Mohammad Bahrami,5
Min-You Chen,4
S. W. Smye,3
Javier Fernández de Cañete,3
Giovanni Attolico,4
Michael C. Fairhurst,22
David L. Bisset,6
Ana Isabel González,9
Manuel Graña,14
Marie Cottrell,6
Lalo Magni,5
Riccardo Scattolini,12
Robert Sutton,3
Paul J. Craven,3
Derek Nicholas Shields,3
Thierry Denoeux,10
Rolando A. Carrasco,3
Ping Zhou,4
Jim Austin,8
Huaiyu Zhu 0001,4
Richard Rohwer,7
Kunihiko Fukushima,20
Mick Turner,3
A. Julian Morris,4
Chang Nian Zhang,5
Meng Wang,3
Robert I. Damper,15
George Tambouratzis,5
Alan F. Murray,18
Giacomo M. Bisio,10
Luigi Raffo,9
Silvio P. Sabatini,10
David Casasent,14
David Vernon,6
Mohua Banerjee,6
Roberto Serra,5
Roberto Tagliaferri,10
Ahmad Lotfi,9
M. Howarth,4
Wlodzimierz Kasprzak,4
Andrzej Cichocki,28
Shun-ichi Amari,52
Stanislaw Osowski,8
Philippe De Wilde,4
Gabriele Manduchi,5
Paolo Bison,3
Witold Pedrycz,85
Bruce W. N. Lo,3
Caroline Lyon,4
Bernd Freisleben,6
Sverrir Olafsson,4
Andreas Kroll,3
Nicholas J. Radcliffe,5
Robert F. Harrison,8
Y. He,5
John Tait,5
Angelo Monfroglio,12
G. H. Shah Hamzei,3
David J. Mulvaney,3
P. Balasubramanian,4
Bob Galliers,20
Mary Lacity,12
Rudy Hirschheim,13
Sven Fischer,3
Michael S. H. Heng,3
Paul N. Finlay,8
Dan Remenyi,9
Leslie P. Willcocks,54
Thomas Kern,5
Joan A. Ballantine,3
Bhanu Raghunathan,3
T. S. Raghunathan,6
David J. Grimshaw,8
Fred Niederman,5
Robert D. Galliers,27
M. H. Atkins,3
Robert Moreton,3
Frédéric Adam,4
Ciaran Murphy,4
C. Carl Pegels,4
G. Lawrence Sanders,5
Clay Sprowls,11
Albert H. Segars,12
Douglas E. Durand,4
Timo Saarinen,16
Markku Sääksjärvi,3
Alan Eardley,3
Francis N. Pavri,4
Jukka Kallio,6
Seppo Salo,3
Markku Tinnilä,3
Ari P. J. Vepsäläinen,4
Paul A. Swatman,10
Sree Nilakanta,6
Edward M. Roche,3
Robert Urwiler,3
Philip Powell,26
Wendy L. Currie,4
Clive D. Wrigley,5
René W. Wagenaar,7
S. H. Kim,5
Reima Suomi,6
Trevor A. Williams,4
Christina Soh,4
Boon-Siong Neo,7
M. Lynne Markus,15
Margi Levy,3
Claudia Loebbecke,8
Tawfik Jelassi,7
Sue Newell,4
Jacky Swan,6
Robert B. Johnston,4
